0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,cluster,user_id
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,7.498147919467995,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,8,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,7.498147919467995,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,7.960841664045328,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,8,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,7.498147919467995,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,11.302654555457313,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,7.498147919467995,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,11.302654555457313,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,11.30265455545732,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,11.30265455545732,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,7.960841664045328,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,11.30265455545732,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,11.302654555457313,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,11.30265455545732,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,11.302654555457313,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,11.302654555457318,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,11.302654555457318,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,7.960841664045328,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,11.302654555457318,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,11.302654555457313,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,11.302654555457318,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,11.302654555457313,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,11.302654555457318,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,11.302654555457318,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,7.960841664045328,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,11.302654555457318,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,11.302654555457313,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,11.302654555457318,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,11.302654555457313,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,0.6636725266345977,-1,39
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,5.982116204631459,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,5.109330989268041,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,-1.100290475740212,1,1
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,5.982116204631459,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,-1.100290475740212,2,1
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,4.850135000575709,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,5.109330989268041,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,-1.100290475740212,3,1
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,4.850135000575709,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,-1.100290475740212,4,1
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,9.210501253098734,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,5.109330989268041,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,-1.100290475740212,6,1
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,9.210501253098734,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,-1.100290475740212,6,1
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,8.518886580500327,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,5.109330989268041,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,-1.100290475740212,10,1
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,8.518886580500327,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,1.907783960421001,-1.2051476890327395,-1.100290475740212,10,1
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,4.850135000575709,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,5.109330989268041,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,-0.5241683653631958,0.8297738186782797,-0.07131205768823974,3,31
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,4.850135000575709,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,-0.5241683653631958,0.8297738186782797,-0.07131205768823974,4,31
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,5.982116204631459,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,5.109330989268041,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,-0.5241683653631958,0.8297738186782797,-0.07131205768823974,1,31
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,5.982116204631459,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,-0.5241683653631958,0.8297738186782797,-0.07131205768823974,2,31
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,6.214127824190987,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,5.109330989268041,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,-0.5241683653631958,0.8297738186782797,-0.07131205768823974,0,31
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,-0.2061798279596961,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,6.214127824190987,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,-0.5241683653631958,0.8297738186782797,-0.07131205768823974,8,31
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,4.850135000575709,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,4.17047445057,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,-0.08847479104076178,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,-0.5241683653631958,0.8297738186782797,-0.07131205768823974,4,74
-1.96430409204831,-0.04410810913912309,-0.10857172400509313,-0.11738623240846907,-0.11738623240846907,-0.0884747910407618,-0.08847479104076178,-0.04410810913912309,-0.04410810913912309,4.850135000575709,-0.13336626734231613,-0.08847479104076178,-0.10857172400509313,-0.1609236289133124,-0.12561485860426558,-0.16716492388191703,-2.0371548787463363,-0.23978087190135525,-0.12561485860426555,-0.19572034031470317,-0.14071950894605834,-0.09901475429766743,-0.09901475429766743,-0.12561485860426555,-0.07654655446197432,11.302654555457318,-0.08847479104076174,-0.08847479104076174,-0.062439054105446284,-0.4878327266909932,-0.5241683653631958,0.8297738186782797,-0.07131205768823974,11,74
